id,product,gender,age,term,rate
2677,UVL01,1,31,43,3.95
2678,UVL01,1,31,44,3.97
2679,UVL01,1,31,45,3.99
2680,UVL01,1,31,46,4
2681,UVL01,1,31,47,4.02
2682,UVL01,1,31,48,4.03
2683,UVL01,1,31,49,4.04
2684,UVL01,1,31,50,4.05
2685,UVL01,1,31,51,4.05
2686,UVL01,1,31,52,4.06
2687,UVL01,1,31,53,4.06
2688,UVL01,1,31,54,4.07
2689,UVL01,1,31,55,4.07
2690,UVL01,1,31,56,4.08
2691,UVL01,1,31,57,4.08
2692,UVL01,1,31,58,4.08
2693,UVL01,1,31,59,4.08
2694,UVL01,1,31,60,4.08
2695,UVL01,1,31,61,4.08
2696,UVL01,1,31,62,4.08
2697,UVL01,1,31,63,4.08
2698,UVL01,1,31,64,4.08
2699,UVL01,1,31,65,4.08
2700,UVL01,1,31,66,4.08
2701,UVL01,1,31,67,4.08
2702,UVL01,1,31,68,4.08
2703,UVL01,1,31,69,4.08
2704,UVL01,1,32,1,1.84
2705,UVL01,1,32,2,1.88
2706,UVL01,1,32,3,1.93
2707,UVL01,1,32,4,1.98
2708,UVL01,1,32,5,2.03
2709,UVL01,1,32,6,2.1
2710,UVL01,1,32,7,2.17
2711,UVL01,1,32,8,2.25
2712,UVL01,1,32,9,2.33
2713,UVL01,1,32,10,2.42
2714,UVL01,1,32,11,2.51
2715,UVL01,1,32,12,2.61
2716,UVL01,1,32,13,2.69
2717,UVL01,1,32,14,2.78
2718,UVL01,1,32,15,2.86
2719,UVL01,1,32,16,2.94
2720,UVL01,1,32,17,3.02
2721,UVL01,1,32,18,3.09
2722,UVL01,1,32,19,3.16
2723,UVL01,1,32,20,3.23
2724,UVL01,1,32,21,3.3
2725,UVL01,1,32,22,3.36
2726,UVL01,1,32,23,3.43
2727,UVL01,1,32,24,3.49
2728,UVL01,1,32,25,3.55
2729,UVL01,1,32,26,3.61
2730,UVL01,1,32,27,3.67
2731,UVL01,1,32,28,3.72
2732,UVL01,1,32,29,3.77
2733,UVL01,1,32,30,3.82
2734,UVL01,1,32,31,3.87
2735,UVL01,1,32,32,3.91
2736,UVL01,1,32,33,3.95
2737,UVL01,1,32,34,4
2738,UVL01,1,32,35,4.03
2739,UVL01,1,32,36,4.07
2740,UVL01,1,32,37,4.1
2741,UVL01,1,32,38,4.13
2742,UVL01,1,32,39,4.16
2743,UVL01,1,32,40,4.19
2744,UVL01,1,32,41,4.21
2745,UVL01,1,32,42,4.23
2746,UVL01,1,32,43,4.26
2747,UVL01,1,32,44,4.27
2748,UVL01,1,32,45,4.29
2749,UVL01,1,32,46,4.31
2750,UVL01,1,32,47,4.32
2751,UVL01,1,32,48,4.33
2752,UVL01,1,32,49,4.34
2753,UVL01,1,32,50,4.35
2754,UVL01,1,32,51,4.36
2755,UVL01,1,32,52,4.36
2756,UVL01,1,32,53,4.37
2757,UVL01,1,32,54,4.37
2758,UVL01,1,32,55,4.37
2759,UVL01,1,32,56,4.38
2760,UVL01,1,32,57,4.38
2761,UVL01,1,32,58,4.38
2762,UVL01,1,32,59,4.38
2763,UVL01,1,32,60,4.38
2764,UVL01,1,32,61,4.38
2765,UVL01,1,32,62,4.38
2766,UVL01,1,32,63,4.38
2767,UVL01,1,32,64,4.38
2768,UVL01,1,32,65,4.38
2769,UVL01,1,32,66,4.38
2770,UVL01,1,32,67,4.38
2771,UVL01,1,32,68,4.38
2772,UVL01,1,33,1,1.92
2773,UVL01,1,33,2,1.97
2774,UVL01,1,33,3,2.02
2775,UVL01,1,33,4,2.09
2776,UVL01,1,33,5,2.16
2777,UVL01,1,33,6,2.23
2778,UVL01,1,33,7,2.31
2779,UVL01,1,33,8,2.4
2780,UVL01,1,33,9,2.49
2781,UVL01,1,33,10,2.59
2782,UVL01,1,33,11,2.7
2783,UVL01,1,33,12,2.8
2784,UVL01,1,33,13,2.9
2785,UVL01,1,33,14,2.99
2786,UVL01,1,33,15,3.08
2787,UVL01,1,33,16,3.16
2788,UVL01,1,33,17,3.25
2789,UVL01,1,33,18,3.33
2790,UVL01,1,33,19,3.4
2791,UVL01,1,33,20,3.48
2792,UVL01,1,33,21,3.55
2793,UVL01,1,33,22,3.63
2794,UVL01,1,33,23,3.7
2795,UVL01,1,33,24,3.77
2796,UVL01,1,33,25,3.83
2797,UVL01,1,33,26,3.9
2798,UVL01,1,33,27,3.96
2799,UVL01,1,33,28,4.02
2800,UVL01,1,33,29,4.07
2801,UVL01,1,33,30,4.12
2802,UVL01,1,33,31,4.17
2803,UVL01,1,33,32,4.22
2804,UVL01,1,33,33,4.27
2805,UVL01,1,33,34,4.31
2806,UVL01,1,33,35,4.35
2807,UVL01,1,33,36,4.39
2808,UVL01,1,33,37,4.42
2809,UVL01,1,33,38,4.46
2810,UVL01,1,33,39,4.49
2811,UVL01,1,33,40,4.52
2812,UVL01,1,33,41,4.54
2813,UVL01,1,33,42,4.57
2814,UVL01,1,33,43,4.59
2815,UVL01,1,33,44,4.61
2816,UVL01,1,33,45,4.62
2817,UVL01,1,33,46,4.64
2818,UVL01,1,33,47,4.65
2819,UVL01,1,33,48,4.66
2820,UVL01,1,33,49,4.67
2821,UVL01,1,33,50,4.68
2822,UVL01,1,33,51,4.69
2823,UVL01,1,33,52,4.69
2824,UVL01,1,33,53,4.7
2825,UVL01,1,33,54,4.7
2826,UVL01,1,33,55,4.7
2827,UVL01,1,33,56,4.71
2828,UVL01,1,33,57,4.71
2829,UVL01,1,33,58,4.71
2830,UVL01,1,33,59,4.71
2831,UVL01,1,33,60,4.71
2832,UVL01,1,33,61,4.71
2833,UVL01,1,33,62,4.71
2834,UVL01,1,33,63,4.71
2835,UVL01,1,33,64,4.71
2836,UVL01,1,33,65,4.71
2837,UVL01,1,33,66,4.71
2838,UVL01,1,33,67,4.71
2839,UVL01,1,34,1,2.02
2840,UVL01,1,34,2,2.08
2841,UVL01,1,34,3,2.15
2842,UVL01,1,34,4,2.22
2843,UVL01,1,34,5,2.3
2844,UVL01,1,34,6,2.38
2845,UVL01,1,34,7,2.48
2846,UVL01,1,34,8,2.58
2847,UVL01,1,34,9,2.68
2848,UVL01,1,34,10,2.79
2849,UVL01,1,34,11,2.91
2850,UVL01,1,34,12,3.02
2851,UVL01,1,34,13,3.12
2852,UVL01,1,34,14,3.22
2853,UVL01,1,34,15,3.32
2854,UVL01,1,34,16,3.41
2855,UVL01,1,34,17,3.5
2856,UVL01,1,34,18,3.59
2857,UVL01,1,34,19,3.67
2858,UVL01,1,34,20,3.76
2859,UVL01,1,34,21,3.84
2860,UVL01,1,34,22,3.92
2861,UVL01,1,34,23,4
2862,UVL01,1,34,24,4.07
2863,UVL01,1,34,25,4.14
2864,UVL01,1,34,26,4.21
2865,UVL01,1,34,27,4.28
2866,UVL01,1,34,28,4.34
2867,UVL01,1,34,29,4.4
2868,UVL01,1,34,30,4.46
2869,UVL01,1,34,31,4.51
2870,UVL01,1,34,32,4.56
2871,UVL01,1,34,33,4.61
2872,UVL01,1,34,34,4.66
2873,UVL01,1,34,35,4.7
2874,UVL01,1,34,36,4.74
2875,UVL01,1,34,37,4.78
2876,UVL01,1,34,38,4.81
2877,UVL01,1,34,39,4.85
2878,UVL01,1,34,40,4.88
2879,UVL01,1,34,41,4.9
2880,UVL01,1,34,42,4.93
2881,UVL01,1,34,43,4.95
2882,UVL01,1,34,44,4.97
2883,UVL01,1,34,45,4.99
2884,UVL01,1,34,46,5
2885,UVL01,1,34,47,5.01
2886,UVL01,1,34,48,5.03
2887,UVL01,1,34,49,5.03
2888,UVL01,1,34,50,5.04
2889,UVL01,1,34,51,5.05
2890,UVL01,1,34,52,5.05
2891,UVL01,1,34,53,5.06
2892,UVL01,1,34,54,5.06
2893,UVL01,1,34,55,5.07
2894,UVL01,1,34,56,5.07
2895,UVL01,1,34,57,5.07
2896,UVL01,1,34,58,5.07
2897,UVL01,1,34,59,5.07
2898,UVL01,1,34,60,5.07
2899,UVL01,1,34,61,5.07
2900,UVL01,1,34,62,5.07
2901,UVL01,1,34,63,5.07
2902,UVL01,1,34,64,5.07
2903,UVL01,1,34,65,5.07
2904,UVL01,1,34,66,5.07
2905,UVL01,1,35,1,2.14
2906,UVL01,1,35,2,2.21
2907,UVL01,1,35,3,2.29
2908,UVL01,1,35,4,2.37
2909,UVL01,1,35,5,2.46
2910,UVL01,1,35,6,2.56
2911,UVL01,1,35,7,2.67
2912,UVL01,1,35,8,2.78
2913,UVL01,1,35,9,2.89
2914,UVL01,1,35,10,3.01
2915,UVL01,1,35,11,3.14
2916,UVL01,1,35,12,3.26
2917,UVL01,1,35,13,3.37
2918,UVL01,1,35,14,3.48
2919,UVL01,1,35,15,3.58
2920,UVL01,1,35,16,3.68
2921,UVL01,1,35,17,3.78
2922,UVL01,1,35,18,3.88
2923,UVL01,1,35,19,3.97
2924,UVL01,1,35,20,4.06
2925,UVL01,1,35,21,4.15
2926,UVL01,1,35,22,4.24
2927,UVL01,1,35,23,4.33
2928,UVL01,1,35,24,4.41
2929,UVL01,1,35,25,4.48
2930,UVL01,1,35,26,4.56
2931,UVL01,1,35,27,4.63
2932,UVL01,1,35,28,4.7
2933,UVL01,1,35,29,4.76
2934,UVL01,1,35,30,4.82
2935,UVL01,1,35,31,4.88
2936,UVL01,1,35,32,4.94
2937,UVL01,1,35,33,4.99
2938,UVL01,1,35,34,5.04
2939,UVL01,1,35,35,5.09
2940,UVL01,1,35,36,5.13
2941,UVL01,1,35,37,5.17
2942,UVL01,1,35,38,5.2
2943,UVL01,1,35,39,5.24
2944,UVL01,1,35,40,5.27
2945,UVL01,1,35,41,5.3
2946,UVL01,1,35,42,5.32
2947,UVL01,1,35,43,5.34
2948,UVL01,1,35,44,5.36
2949,UVL01,1,35,45,5.38
2950,UVL01,1,35,46,5.4
2951,UVL01,1,35,47,5.41
2952,UVL01,1,35,48,5.42
2953,UVL01,1,35,49,5.43
2954,UVL01,1,35,50,5.44
2955,UVL01,1,35,51,5.44
2956,UVL01,1,35,52,5.45
2957,UVL01,1,35,53,5.45
2958,UVL01,1,35,54,5.45
2959,UVL01,1,35,55,5.46
2960,UVL01,1,35,56,5.46
2961,UVL01,1,35,57,5.46
2962,UVL01,1,35,58,5.46
2963,UVL01,1,35,59,5.46
2964,UVL01,1,35,60,5.46
2965,UVL01,1,35,61,5.46
2966,UVL01,1,35,62,5.46
2967,UVL01,1,35,63,5.46
2968,UVL01,1,35,64,5.46
2969,UVL01,1,35,65,5.46
2970,UVL01,1,36,1,2.29
2971,UVL01,1,36,2,2.37
2972,UVL01,1,36,3,2.46
2973,UVL01,1,36,4,2.55
2974,UVL01,1,36,5,2.66
2975,UVL01,1,36,6,2.76
2976,UVL01,1,36,7,2.88
2977,UVL01,1,36,8,3
2978,UVL01,1,36,9,3.13
2979,UVL01,1,36,10,3.26
2980,UVL01,1,36,11,3.4
2981,UVL01,1,36,12,3.52
2982,UVL01,1,36,13,3.65
2983,UVL01,1,36,14,3.76
2984,UVL01,1,36,15,3.87
2985,UVL01,1,36,16,3.98
2986,UVL01,1,36,17,4.09
2987,UVL01,1,36,18,4.2
2988,UVL01,1,36,19,4.3
2989,UVL01,1,36,20,4.4
2990,UVL01,1,36,21,4.5
2991,UVL01,1,36,22,4.6
2992,UVL01,1,36,23,4.69
2993,UVL01,1,36,24,4.77
2994,UVL01,1,36,25,4.86
2995,UVL01,1,36,26,4.94
2996,UVL01,1,36,27,5.01
2997,UVL01,1,36,28,5.09
2998,UVL01,1,36,29,5.16
2999,UVL01,1,36,30,5.23
3000,UVL01,1,36,31,5.29
3001,UVL01,1,36,32,5.35
3002,UVL01,1,36,33,5.4
3003,UVL01,1,36,34,5.46
3004,UVL01,1,36,35,5.5
3005,UVL01,1,36,36,5.55
3006,UVL01,1,36,37,5.59
3007,UVL01,1,36,38,5.63
3008,UVL01,1,36,39,5.66
3009,UVL01,1,36,40,5.7
3010,UVL01,1,36,41,5.73
3011,UVL01,1,36,42,5.75
3012,UVL01,1,36,43,5.77
3013,UVL01,1,36,44,5.79
3014,UVL01,1,36,45,5.81
3015,UVL01,1,36,46,5.83
3016,UVL01,1,36,47,5.84
3017,UVL01,1,36,48,5.85
3018,UVL01,1,36,49,5.86
3019,UVL01,1,36,50,5.86
3020,UVL01,1,36,51,5.87
3021,UVL01,1,36,52,5.87
3022,UVL01,1,36,53,5.88
3023,UVL01,1,36,54,5.88
3024,UVL01,1,36,55,5.88
3025,UVL01,1,36,56,5.88
3026,UVL01,1,36,57,5.88
3027,UVL01,1,36,58,5.88
3028,UVL01,1,36,59,5.89
3029,UVL01,1,36,60,5.89
3030,UVL01,1,36,61,5.89
3031,UVL01,1,36,62,5.89
3032,UVL01,1,36,63,5.89
3033,UVL01,1,36,64,5.89
3034,UVL01,1,37,1,2.45
3035,UVL01,1,37,2,2.55
3036,UVL01,1,37,3,2.65
3037,UVL01,1,37,4,2.76
3038,UVL01,1,37,5,2.87
3039,UVL01,1,37,6,2.99
3040,UVL01,1,37,7,3.12
3041,UVL01,1,37,8,3.25
3042,UVL01,1,37,9,3.39
3043,UVL01,1,37,10,3.53
3044,UVL01,1,37,11,3.67
3045,UVL01,1,37,12,3.81
3046,UVL01,1,37,13,3.94
3047,UVL01,1,37,14,4.07
3048,UVL01,1,37,15,4.19
3049,UVL01,1,37,16,4.31
3050,UVL01,1,37,17,4.43
3051,UVL01,1,37,18,4.55
3052,UVL01,1,37,19,4.66
3053,UVL01,1,37,20,4.77
3054,UVL01,1,37,21,4.88
3055,UVL01,1,37,22,4.98
3056,UVL01,1,37,23,5.08
3057,UVL01,1,37,24,5.17
3058,UVL01,1,37,25,5.26
3059,UVL01,1,37,26,5.35
3060,UVL01,1,37,27,5.43
3061,UVL01,1,37,28,5.51
3062,UVL01,1,37,29,5.59
3063,UVL01,1,37,30,5.66
3064,UVL01,1,37,31,5.73
3065,UVL01,1,37,32,5.79
3066,UVL01,1,37,33,5.85
3067,UVL01,1,37,34,5.91
3068,UVL01,1,37,35,5.96
3069,UVL01,1,37,36,6.01
3070,UVL01,1,37,37,6.05
3071,UVL01,1,37,38,6.09
3072,UVL01,1,37,39,6.13
3073,UVL01,1,37,40,6.16
3074,UVL01,1,37,41,6.19
3075,UVL01,1,37,42,6.22
3076,UVL01,1,37,43,6.24
3077,UVL01,1,37,44,6.26
3078,UVL01,1,37,45,6.28
3079,UVL01,1,37,46,6.29
3080,UVL01,1,37,47,6.3
3081,UVL01,1,37,48,6.31
3082,UVL01,1,37,49,6.32
3083,UVL01,1,37,50,6.33
3084,UVL01,1,37,51,6.33
3085,UVL01,1,37,52,6.34
3086,UVL01,1,37,53,6.34
3087,UVL01,1,37,54,6.34
3088,UVL01,1,37,55,6.34
3089,UVL01,1,37,56,6.34
3090,UVL01,1,37,57,6.34
3091,UVL01,1,37,58,6.34
3092,UVL01,1,37,59,6.34
3093,UVL01,1,37,60,6.34
3094,UVL01,1,37,61,6.35
3095,UVL01,1,37,62,6.35
3096,UVL01,1,37,63,6.35
3097,UVL01,1,38,1,2.64
3098,UVL01,1,38,2,2.75
3099,UVL01,1,38,3,2.86
3100,UVL01,1,38,4,2.98
3101,UVL01,1,38,5,3.11
3102,UVL01,1,38,6,3.24
3103,UVL01,1,38,7,3.38
3104,UVL01,1,38,8,3.52
3105,UVL01,1,38,9,3.67
3106,UVL01,1,38,10,3.82
3107,UVL01,1,38,11,3.98
3108,UVL01,1,38,12,4.13
3109,UVL01,1,38,13,4.27
3110,UVL01,1,38,14,4.41
3111,UVL01,1,38,15,4.54
3112,UVL01,1,38,16,4.67
3113,UVL01,1,38,17,4.81
3114,UVL01,1,38,18,4.93
3115,UVL01,1,38,19,5.06
3116,UVL01,1,38,20,5.18
3117,UVL01,1,38,21,5.29
3118,UVL01,1,38,22,5.4
3119,UVL01,1,38,23,5.51
3120,UVL01,1,38,24,5.61
3121,UVL01,1,38,25,5.71
3122,UVL01,1,38,26,5.8
3123,UVL01,1,38,27,5.89
3124,UVL01,1,38,28,5.98
3125,UVL01,1,38,29,6.06
3126,UVL01,1,38,30,6.14
3127,UVL01,1,38,31,6.21
3128,UVL01,1,38,32,6.28
3129,UVL01,1,38,33,6.34
3130,UVL01,1,38,34,6.4
3131,UVL01,1,38,35,6.45
3132,UVL01,1,38,36,6.5
3133,UVL01,1,38,37,6.55
3134,UVL01,1,38,38,6.59
3135,UVL01,1,38,39,6.63
3136,UVL01,1,38,40,6.66
3137,UVL01,1,38,41,6.69
3138,UVL01,1,38,42,6.72
3139,UVL01,1,38,43,6.74
3140,UVL01,1,38,44,6.76
3141,UVL01,1,38,45,6.78
3142,UVL01,1,38,46,6.79
3143,UVL01,1,38,47,6.8
3144,UVL01,1,38,48,6.81
3145,UVL01,1,38,49,6.82
3146,UVL01,1,38,50,6.83
3147,UVL01,1,38,51,6.83
3148,UVL01,1,38,52,6.83
3149,UVL01,1,38,53,6.84
3150,UVL01,1,38,54,6.84
3151,UVL01,1,38,55,6.84
3152,UVL01,1,38,56,6.84
3153,UVL01,1,38,57,6.84
3154,UVL01,1,38,58,6.84
3155,UVL01,1,38,59,6.84
3156,UVL01,1,38,60,6.84
3157,UVL01,1,38,61,6.84
3158,UVL01,1,38,62,6.84
3159,UVL01,1,39,1,2.86
3160,UVL01,1,39,2,2.98
3161,UVL01,1,39,3,3.1
3162,UVL01,1,39,4,3.24
3163,UVL01,1,39,5,3.37
3164,UVL01,1,39,6,3.52
3165,UVL01,1,39,7,3.66
3166,UVL01,1,39,8,3.82
3167,UVL01,1,39,9,3.97
3168,UVL01,1,39,10,4.14
3169,UVL01,1,39,11,4.31
3170,UVL01,1,39,12,4.47
3171,UVL01,1,39,13,4.62
3172,UVL01,1,39,14,4.78
3173,UVL01,1,39,15,4.92
3174,UVL01,1,39,16,5.07
3175,UVL01,1,39,17,5.22
3176,UVL01,1,39,18,5.35
3177,UVL01,1,39,19,5.49
3178,UVL01,1,39,20,5.62
3179,UVL01,1,39,21,5.74
3180,UVL01,1,39,22,5.86
3181,UVL01,1,39,23,5.98
3182,UVL01,1,39,24,6.09
3183,UVL01,1,39,25,6.2
3184,UVL01,1,39,26,6.3
3185,UVL01,1,39,27,6.4
3186,UVL01,1,39,28,6.49
3187,UVL01,1,39,29,6.58
3188,UVL01,1,39,30,6.66
3189,UVL01,1,39,31,6.73
3190,UVL01,1,39,32,6.81
3191,UVL01,1,39,33,6.87
3192,UVL01,1,39,34,6.93
3193,UVL01,1,39,35,6.99
3194,UVL01,1,39,36,7.04
3195,UVL01,1,39,37,7.09
3196,UVL01,1,39,38,7.14
3197,UVL01,1,39,39,7.17
3198,UVL01,1,39,40,7.21
3199,UVL01,1,39,41,7.24
3200,UVL01,1,39,42,7.26
3201,UVL01,1,39,43,7.29
3202,UVL01,1,39,44,7.3
3203,UVL01,1,39,45,7.32
3204,UVL01,1,39,46,7.33
3205,UVL01,1,39,47,7.34
3206,UVL01,1,39,48,7.35
3207,UVL01,1,39,49,7.36
3208,UVL01,1,39,50,7.36
3209,UVL01,1,39,51,7.37
3210,UVL01,1,39,52,7.37
3211,UVL01,1,39,53,7.37
3212,UVL01,1,39,54,7.38
3213,UVL01,1,39,55,7.38
3214,UVL01,1,39,56,7.38
3215,UVL01,1,39,57,7.38
3216,UVL01,1,39,58,7.38
3217,UVL01,1,39,59,7.38
3218,UVL01,1,39,60,7.38
3219,UVL01,1,39,61,7.38
3220,UVL01,1,40,1,3.1
3221,UVL01,1,40,2,3.23
3222,UVL01,1,40,3,3.37
3223,UVL01,1,40,4,3.51
3224,UVL01,1,40,5,3.66
3225,UVL01,1,40,6,3.81
3226,UVL01,1,40,7,3.97
3227,UVL01,1,40,8,4.14
3228,UVL01,1,40,9,4.3
3229,UVL01,1,40,10,4.48
3230,UVL01,1,40,11,4.66
3231,UVL01,1,40,12,4.84
3232,UVL01,1,40,13,5.01
3233,UVL01,1,40,14,5.18
3234,UVL01,1,40,15,5.35
3235,UVL01,1,40,16,5.51
3236,UVL01,1,40,17,5.66
3237,UVL01,1,40,18,5.82
3238,UVL01,1,40,19,5.96
3239,UVL01,1,40,20,6.1
3240,UVL01,1,40,21,6.24
3241,UVL01,1,40,22,6.36
3242,UVL01,1,40,23,6.49
3243,UVL01,1,40,24,6.61
3244,UVL01,1,40,25,6.73
3245,UVL01,1,40,26,6.84
3246,UVL01,1,40,27,6.94
3247,UVL01,1,40,28,7.04
3248,UVL01,1,40,29,7.13
3249,UVL01,1,40,30,7.22
3250,UVL01,1,40,31,7.3
3251,UVL01,1,40,32,7.38
3252,UVL01,1,40,33,7.45
3253,UVL01,1,40,34,7.51
3254,UVL01,1,40,35,7.57
3255,UVL01,1,40,36,7.63
3256,UVL01,1,40,37,7.68
3257,UVL01,1,40,38,7.72
3258,UVL01,1,40,39,7.76
3259,UVL01,1,40,40,7.8
3260,UVL01,1,40,41,7.83
3261,UVL01,1,40,42,7.85
3262,UVL01,1,40,43,7.87
3263,UVL01,1,40,44,7.89
3264,UVL01,1,40,45,7.91
3265,UVL01,1,40,46,7.92
3266,UVL01,1,40,47,7.93
3267,UVL01,1,40,48,7.94
3268,UVL01,1,40,49,7.94
3269,UVL01,1,40,50,7.95
3270,UVL01,1,40,51,7.95
3271,UVL01,1,40,52,7.95
3272,UVL01,1,40,53,7.95
3273,UVL01,1,40,54,7.95
3274,UVL01,1,40,55,7.96
3275,UVL01,1,40,56,7.96
3276,UVL01,1,40,57,7.96
3277,UVL01,1,40,58,7.96
3278,UVL01,1,40,59,7.96
3279,UVL01,1,40,60,7.96
3280,UVL01,1,41,1,3.37
3281,UVL01,1,41,2,3.51
3282,UVL01,1,41,3,3.66
3283,UVL01,1,41,4,3.81
3284,UVL01,1,41,5,3.97
3285,UVL01,1,41,6,4.14
3286,UVL01,1,41,7,4.3
3287,UVL01,1,41,8,4.48
3288,UVL01,1,41,9,4.66
3289,UVL01,1,41,10,4.85
3290,UVL01,1,41,11,5.05
3291,UVL01,1,41,12,5.25
3292,UVL01,1,41,13,5.44
3293,UVL01,1,41,14,5.62
3294,UVL01,1,41,15,5.81
3295,UVL01,1,41,16,5.98
3296,UVL01,1,41,17,6.15
3297,UVL01,1,41,18,6.32
3298,UVL01,1,41,19,6.47
3299,UVL01,1,41,20,6.62
3300,UVL01,1,41,21,6.77
3301,UVL01,1,41,22,6.91
3302,UVL01,1,41,23,7.05
3303,UVL01,1,41,24,7.18
3304,UVL01,1,41,25,7.3
3305,UVL01,1,41,26,7.42
3306,UVL01,1,41,27,7.54
3307,UVL01,1,41,28,7.64
3308,UVL01,1,41,29,7.74
3309,UVL01,1,41,30,7.83
3310,UVL01,1,41,31,7.92
3311,UVL01,1,41,32,8
3312,UVL01,1,41,33,8.07
3313,UVL01,1,41,34,8.14
3314,UVL01,1,41,35,8.21
3315,UVL01,1,41,36,8.26
3316,UVL01,1,41,37,8.31
3317,UVL01,1,41,38,8.36
3318,UVL01,1,41,39,8.4
3319,UVL01,1,41,40,8.43
3320,UVL01,1,41,41,8.46
3321,UVL01,1,41,42,8.48
3322,UVL01,1,41,43,8.51
3323,UVL01,1,41,44,8.52
3324,UVL01,1,41,45,8.54
3325,UVL01,1,41,46,8.55
3326,UVL01,1,41,47,8.56
3327,UVL01,1,41,48,8.56
3328,UVL01,1,41,49,8.57
3329,UVL01,1,41,50,8.57
3330,UVL01,1,41,51,8.57
3331,UVL01,1,41,52,8.58
3332,UVL01,1,41,53,8.58
3333,UVL01,1,41,54,8.58
3334,UVL01,1,41,55,8.58
3335,UVL01,1,41,56,8.58
3336,UVL01,1,41,57,8.58
3337,UVL01,1,41,58,8.58
3338,UVL01,1,41,59,8.58
3339,UVL01,1,42,1,3.66
3340,UVL01,1,42,2,3.81
3341,UVL01,1,42,3,3.97
3342,UVL01,1,42,4,4.13
3343,UVL01,1,42,5,4.3
3344,UVL01,1,42,6,4.48
3345,UVL01,1,42,7,4.66
3346,UVL01,1,42,8,4.85
3347,UVL01,1,42,9,5.04
3348,UVL01,1,42,10,5.25
3349,UVL01,1,42,11,5.48
3350,UVL01,1,42,12,5.69
3351,UVL01,1,42,13,5.9
3352,UVL01,1,42,14,6.11
3353,UVL01,1,42,15,6.31
3354,UVL01,1,42,16,6.5
3355,UVL01,1,42,17,6.68
3356,UVL01,1,42,18,6.86
3357,UVL01,1,42,19,7.03
3358,UVL01,1,42,20,7.2
3359,UVL01,1,42,21,7.35
3360,UVL01,1,42,22,7.51
3361,UVL01,1,42,23,7.66
3362,UVL01,1,42,24,7.8
3363,UVL01,1,42,25,7.93
3364,UVL01,1,42,26,8.06
3365,UVL01,1,42,27,8.18
3366,UVL01,1,42,28,8.29
3367,UVL01,1,42,29,8.4
3368,UVL01,1,42,30,8.49
3369,UVL01,1,42,31,8.59
3370,UVL01,1,42,32,8.67
3371,UVL01,1,42,33,8.75
3372,UVL01,1,42,34,8.82
3373,UVL01,1,42,35,8.89
3374,UVL01,1,42,36,8.95
3375,UVL01,1,42,37,9
3376,UVL01,1,42,38,9.04
3377,UVL01,1,42,39,9.08
3378,UVL01,1,42,40,9.11
3379,UVL01,1,42,41,9.14
3380,UVL01,1,42,42,9.17
3381,UVL01,1,42,43,9.19
3382,UVL01,1,42,44,9.2
3383,UVL01,1,42,45,9.22
3384,UVL01,1,42,46,9.23
3385,UVL01,1,42,47,9.23
3386,UVL01,1,42,48,9.24
3387,UVL01,1,42,49,9.24
3388,UVL01,1,42,50,9.25
3389,UVL01,1,42,51,9.25
3390,UVL01,1,42,52,9.25
3391,UVL01,1,42,53,9.25
3392,UVL01,1,42,54,9.25
3393,UVL01,1,42,55,9.25
3394,UVL01,1,42,56,9.25
3395,UVL01,1,42,57,9.25
3396,UVL01,1,42,58,9.25
3397,UVL01,1,43,1,3.97
3398,UVL01,1,43,2,4.14
3399,UVL01,1,43,3,4.3
3400,UVL01,1,43,4,4.48
3401,UVL01,1,43,5,4.66
3402,UVL01,1,43,6,4.85
3403,UVL01,1,43,7,5.04
3404,UVL01,1,43,8,5.25
3405,UVL01,1,43,9,5.46
3406,UVL01,1,43,10,5.7
3407,UVL01,1,43,11,5.95
3408,UVL01,1,43,12,6.19
3409,UVL01,1,43,13,6.42
3410,UVL01,1,43,14,6.64
3411,UVL01,1,43,15,6.86
3412,UVL01,1,43,16,7.06
3413,UVL01,1,43,17,7.26
3414,UVL01,1,43,18,7.45
3415,UVL01,1,43,19,7.64
3416,UVL01,1,43,20,7.82
3417,UVL01,1,43,21,7.99
3418,UVL01,1,43,22,8.16
3419,UVL01,1,43,23,8.32
3420,UVL01,1,43,24,8.47
3421,UVL01,1,43,25,8.62
3422,UVL01,1,43,26,8.75
3423,UVL01,1,43,27,8.88
3424,UVL01,1,43,28,9
3425,UVL01,1,43,29,9.11
3426,UVL01,1,43,30,9.21
3427,UVL01,1,43,31,9.31
3428,UVL01,1,43,32,9.4
3429,UVL01,1,43,33,9.49
3430,UVL01,1,43,34,9.56
3431,UVL01,1,43,35,9.63
3432,UVL01,1,43,36,9.68
3433,UVL01,1,43,37,9.74
3434,UVL01,1,43,38,9.78
3435,UVL01,1,43,39,9.82
3436,UVL01,1,43,40,9.85
3437,UVL01,1,43,41,9.88
3438,UVL01,1,43,42,9.9
3439,UVL01,1,43,43,9.92
3440,UVL01,1,43,44,9.94
3441,UVL01,1,43,45,9.95
3442,UVL01,1,43,46,9.96
3443,UVL01,1,43,47,9.96
3444,UVL01,1,43,48,9.97
3445,UVL01,1,43,49,9.97
3446,UVL01,1,43,50,9.97
3447,UVL01,1,43,51,9.98
3448,UVL01,1,43,52,9.98
3449,UVL01,1,43,53,9.98
3450,UVL01,1,43,54,9.98
3451,UVL01,1,43,55,9.98
3452,UVL01,1,43,56,9.98
3453,UVL01,1,43,57,9.98
